コード,純利益,純資産
4476,165246000.0,1946411000.0
6408,1162000000.0,17701000000.0
9558,765152000.0,3379528000.0
7343,231620000.0,3953015000.0
2391,,5426031000.0
7727,1029794000.0,15865608000.0
9982,1615000000.0,32554000000.0
2488,562703000.0,3655271000.0
2790,183000000.0,153955000000.0
6554,915000000.0,4226000000.0
4814,,1222641000.0
5025,126540000.0,889059000.0
4746,5374173000.0,50516001000.0
7555,221684000.0,5201023000.0
9219,,2011821000.0
9214,127711000.0,774369000.0
3440,917000000.0,12645000000.0
4380,423109000.0,2134184000.0
7971,3507000000.0,48045000000.0
5015,1050738000.0,10076058000.0
3970,67478000.0,3386614000.0
6670,14052000000.0,89318000000.0
6094,275472000.0,10949325000.0
2978,106639000.0,1931699000.0
6356,1550400000.0,12561579000.0
8841,,100229000000.0
9791,979058000.0,21650534000.0
3667,-1151722000.0,766492000.0
7358,1142000000.0,9259000000.0
3917,13901000.0,2497520000.0
3779,370450000.0,616530000.0
3947,3178092000.0,46865803000.0
7707,,4142850000.0
6193,111005000.0,1773238000.0
6659,-561936000.0,2442924000.0
7066,432354000.0,2759005000.0
6563,91164000.0,1306748000.0
3280,,9536000000.0
3907,206000000.0,1855000000.0
4496,91594000.0,2523215000.0
4439,2432598000.0,9797901000.0
7060,49795000.0,2842204000.0
6731,-853899000.0,845872000.0
1776,167000000.0,13559000000.0
7093,-1900000.0,542831000.0
5139,837093000.0,6869242000.0
6960,18605000000.0,181651000000.0
2286,1055000000.0,11790000000.0
6403,427000000.0,10175000000.0
8908,1599526000.0,13108300000.0
2708,1754000000.0,7917000000.0
9340,,2763155000.0
4486,410894000.0,2240340000.0
9632,2423851000.0,36938230000.0
4020,-101404000.0,779670000.0
3672,-434656000.0,1009617000.0
4428,217039000.0,1898353000.0
6904,166225000.0,13381096000.0
7875,1248000000.0,18202000000.0
5987,,5276189000.0
5582,,3638346000.0
4370,90971000.0,1373277000.0
6357,2995460000.0,45081959000.0
9353,232999000.0,6970613000.0
5922,1885168000.0,28832087000.0
4845,-2887886000.0,4338496000.0
9346,561980000.0,2938253000.0
6837,614000000.0,9829000000.0
5570,542549000.0,3325522000.0
7822,-29000000.0,44249000000.0
4074,287613000.0,3750271000.0
4450,388089000.0,3569203000.0
6093,189442000.0,3498029000.0
5134,138756000.0,875697000.0
5247,62459000.0,659519000.0
4175,72693000.0,5426369000.0
3560,448354000.0,4893564000.0
3004,1321000000.0,8783000000.0
6044,689068000.0,4812810000.0
6087,649573000.0,7405345000.0
2926,38040000.0,1048709000.0
3634,-139132000.0,552246000.0
3920,410714000.0,2273075000.0
3686,-728502000.0,1809319000.0
1718,1571726000.0,17225033000.0
3173,36000000.0,7820000000.0
6046,-197968000.0,810239000.0
2892,1527000000.0,24460000000.0
6835,2919832000.0,21330400000.0
3452,4420000000.0,20031000000.0
2689,,11373692000.0
5071,1357636000.0,6936616000.0
7078,-1073835000.0,1776602000.0
4420,598072000.0,5906003000.0
4477,1826000000.0,14921000000.0
2764,1530727000.0,5895201000.0
1418,828031000.0,4676055000.0
3294,880149000.0,11493812000.0
6176,656915000.0,5970480000.0
9610,,696828000.0
4576,-632087000.0,1435449000.0
7138,-445558000.0,805923000.0
2173,1913944000.0,4995600000.0
5867,217536000.0,1751795000.0
4366,820000000.0,14854000000.0
5033,552682000.0,1908259000.0
3169,124830000.0,3240816000.0
6180,646884000.0,3152087000.0
5644,1998000000.0,23462000000.0
3798,1635000000.0,10180000000.0
7779,,39575000000.0
3542,591669000.0,5958842000.0
7490,615455000.0,23322251000.0
8117,8681893000.0,55701679000.0
9640,1506019000.0,14235191000.0
7809,,7215942000.0
6035,,5614026000.0
1434,1076152000.0,7475723000.0
7987,,28716000000.0
5599,309111000.0,2003865000.0
7131,508265000.0,2322830000.0
6347,,1584022000.0
4166,-137687000.0,702518000.0
6840,112268000.0,3531803000.0
5250,107750000.0,1422394000.0
4972,,38003154000.0
5133,176001000.0,2848444000.0
7610,,6147197000.0
9236,-85055000.0,584227000.0
6579,-189375000.0,487034000.0
9087,155002000.0,7349222000.0
1444,,1501120000.0
5955,,11723501000.0
5942,-726153000.0,22184105000.0
8275,2168441000.0,17543659000.0
9368,,39209000000.0
5242,-68010000.0,600274000.0
1401,472287000.0,3696626000.0
9685,468768000.0,4489029000.0
3935,234016000.0,1371217000.0
3489,,9765295000.0
2315,166794000.0,3610292000.0
4421,256229000.0,1635896000.0
4261,290954000.0,1967913000.0
1965,7256000000.0,52943000000.0
5279,,7913471000.0
7325,,3632330000.0
6543,248661000.0,3435637000.0
4057,137570000.0,1181659000.0
4395,307771000.0,3452131000.0
3645,-68147000.0,1715808000.0
9564,662663000.0,3799104000.0
7080,783538000.0,2430668000.0
6928,447931000.0,21902508000.0
3690,-142198000.0,1658988000.0
3929,170042000.0,1542999000.0
9331,-393260000.0,709921000.0
6668,2007000000.0,13179000000.0
2986,6135147000.0,29949217000.0
6045,668382000.0,3578209000.0
6144,,30793000000.0
4389,634460000.0,3849086000.0
2303,418774000.0,2750450000.0
6195,358008000.0,1155529000.0
6177,-519247000.0,918850000.0
7353,294136000.0,1601509000.0
7775,1097620000.0,7515987000.0
6317,1246000000.0,41733000000.0
2782,11218000000.0,108001000000.0
7110,,4726844000.0
3652,157122000.0,3611482000.0
3985,73467000.0,764634000.0
6578,19944000.0,1082826000.0
3080,,6300003000.0
7781,,4463045000.0
3168,-203114000.0,9218101000.0
5162,-236037000.0,4880442000.0
6402,700690000.0,7140355000.0
5621,655353000.0,4431379000.0
6492,1102000000.0,11179000000.0
3566,517560000.0,3855409000.0
3024,486465000.0,5325414000.0
7373,1954663000.0,7194764000.0
5290,4826177000.0,36534679000.0
3719,177799000.0,2057718000.0
3441,,6419533000.0
7064,96583000.0,1430725000.0
3640,1842221000.0,12711171000.0
2586,270978000.0,2955961000.0
3776,300208000.0,8780698000.0
9537,1952784000.0,48832109000.0
8131,10515000000.0,98578000000.0
7035,-323033000.0,891414000.0
4571,-835380000.0,2739831000.0
4800,992077000.0,5657238000.0
2924,2102000000.0,11159000000.0
7115,1031264000.0,6742774000.0
3900,-257066000.0,6594140000.0
2813,1208405000.0,8553964000.0
8105,-407319000.0,2675391000.0
4274,219802000.0,3196999000.0
7792,1328215000.0,5167822000.0
2805,7565000000.0,80266000000.0
2428,,8378931000.0
4174,-465332000.0,1860734000.0
9562,123294000.0,771129000.0
7823,821000000.0,27042000000.0
4393,1351000000.0,5815000000.0
6566,,19574887000.0
7619,878022000.0,14890286000.0
3423,543833000.0,11197087000.0
4932,650413000.0,1873826000.0
4888,-140811000.0,3207486000.0
6577,,1151123000.0
3726,-243929000.0,1658776000.0
7191,1360035000.0,6970102000.0
3647,-315727000.0,694161000.0
2304,587056000.0,3089813000.0
4885,241277000.0,2451779000.0
1848,,12308000000.0
6334,120428000.0,3038356000.0
4811,757535000.0,2916246000.0
7014,26245000000.0,104764000000.0
2991,,8877644000.0
3928,228133000.0,1521160000.0
9307,,16775289000.0
4558,45148000.0,2526106000.0
7094,692000000.0,4758000000.0
5903,586465000.0,6921570000.0
9237,89670000.0,813474000.0
2354,1282078000.0,8113328000.0
4890,205766000.0,1587273000.0
2376,274892000.0,8044469000.0
2573,1670000000.0,43368000000.0
4783,1905576000.0,7785694000.0
8115,583334000.0,5460123000.0
2112,2136000000.0,16619000000.0
5337,740000000.0,8364000000.0
3444,43009000.0,5073948000.0
5533,699290000.0,5310908000.0
2139,163736000.0,2023078000.0
7716,-2398213000.0,114074440000.0
4013,1013085000.0,10249195000.0
9367,,9399011000.0
3075,1073574000.0,9309462000.0
4498,969684000.0,6578081000.0
2751,2064000000.0,16047000000.0
9927,345124000.0,3417394000.0
5257,234059000.0,2551931000.0
7134,785873000.0,4604914000.0
9423,86346000.0,639892000.0
5256,193949000.0,967090000.0
3744,320134000.0,1856736000.0
3495,1015589000.0,6198739000.0
3747,-145125000.0,1076118000.0
4838,287555000.0,8019363000.0
8089,2872000000.0,56228000000.0
4597,-876000000.0,1620000000.0
7793,329881000.0,2055875000.0
6037,,5652758000.0
5580,118921000.0,954906000.0
4582,-4776194000.0,1272039000.0
5572,,2123991000.0
9941,148725000.0,993080000.0
4596,-676253000.0,1813832000.0
9256,259935000.0,2418299000.0
7183,89580000.0,2361424000.0
2208,,61491000000.0
9421,,1580353000.0
4816,23623000000.0,153197000000.0
6994,1194672000.0,23383971000.0
3562,574387000.0,4469265000.0
5034,,1629029000.0
6658,2075000000.0,9927000000.0
9818,888729000.0,14909898000.0
7570,2890000000.0,32316000000.0
5699,598469000.0,5122140000.0
5721,,2871006000.0
3329,720703000.0,7171897000.0
2780,4777112000.0,32774680000.0
7694,-98093000.0,2363071000.0
3140,,5086000000.0
1723,,39494000000.0
3558,1570933000.0,7519893000.0
6018,536295000.0,14796528000.0
4193,331666000.0,3663523000.0
7177,10448000000.0,52844000000.0
4264,187586000.0,2926474000.0
3791,828016000.0,7829394000.0
4404,9616000000.0,42625000000.0
3664,-526660000.0,1330325000.0
7357,,1171431000.0
1921,,62373232000.0
4375,437887000.0,9098273000.0
6551,511417000.0,2008556000.0
4966,14078236000.0,106119189000.0
9159,173070000.0,1571322000.0
7481,2812000000.0,14474000000.0
8929,2750000000.0,11679000000.0
4979,2327000000.0,18809000000.0
4168,920605000.0,2961362000.0
4320,1557814000.0,8304989000.0
3931,-7948000.0,1073152000.0
5698,1175558000.0,17217476000.0
5869,1038819000.0,7014188000.0
2667,-559333000.0,717698000.0
5031,101687000.0,1973596000.0
9417,,1689633000.0
3538,1443511000.0,10839387000.0
3271,,7957202000.0
2998,1351394000.0,5273775000.0
7443,181119000.0,2515639000.0
4237,262848000.0,10016926000.0
1840,-93275000.0,13041058000.0
7081,1937406000.0,12627426000.0
5574,448268000.0,4471734000.0
4579,273115000.0,6896262000.0
7939,175029000.0,3266837000.0
6775,-193499000.0,604519000.0
4493,821903000.0,4421505000.0
9556,,4783311000.0
5027,927000000.0,16885000000.0
4398,142725000.0,2107805000.0
6396,,3357231000.0
4575,,2340867000.0
9816,43501000.0,2463698000.0
4293,3491390000.0,66548969000.0
4075,,1556965000.0
8198,10249000000.0,97050000000.0
4015,143755000.0,4530299000.0
7068,1002000000.0,3321000000.0
5586,146802000.0,2547945000.0
3989,1413204000.0,5156614000.0
3936,-320046000.0,716885000.0
2459,-115137000.0,334632000.0
4199,-131578000.0,595367000.0
5287,349034000.0,3696306000.0
5028,121748000.0,965452000.0
7461,1184211000.0,16261001000.0
8139,406380000.0,12999697000.0
3712,1077526000.0,6951967000.0
7636,,17863000000.0
3323,196717000.0,5054502000.0
3823,-69043000.0,1548274000.0
9238,86373000.0,581816000.0
6023,,44152000000.0
9560,888763000.0,2280732000.0
7719,,1624510000.0
4055,509237000.0,2913060000.0
5612,,9277000000.0
7774,-255304000.0,5825036000.0
4382,-177709000.0,4638049000.0
3804,627894000.0,5007246000.0
4584,-21140000.0,1410977000.0
1431,494687000.0,4714565000.0
7089,353748000.0,2165812000.0
4495,558635000.0,2568412000.0
4192,-17357000.0,2662211000.0
5285,1969549000.0,8628646000.0
4347,,4631045000.0
5905,-335325000.0,4094174000.0
4286,629033000.0,7841864000.0
6086,1239496000.0,4637105000.0
9691,1569534000.0,13630110000.0
9385,467351000.0,4276813000.0
7906,10591000000.0,69201000000.0
6573,-258588000.0,425195000.0
6545,255060000.0,1647052000.0
3840,-276771000.0,2474876000.0
4437,337706000.0,3035344000.0
5885,536804000.0,2851915000.0
9436,12402000000.0,96541000000.0
3633,878436000.0,2798654000.0
4583,-982779000.0,1122064000.0
4165,1099057000.0,4785902000.0
1909,3958283000.0,25634132000.0
7378,1023632000.0,3134151000.0
2321,-81165000.0,1231190000.0
5992,1855455000.0,76750006000.0
8783,-4411879000.0,2758058000.0
6548,-767900000.0,588386000.0
4441,625676000.0,2595253000.0
6614,-14584000.0,2471025000.0
3845,-110605000.0,859783000.0
1948,2737000000.0,21808000000.0
4056,-116204000.0,1867786000.0
9342,130228000.0,571489000.0
3683,1303000000.0,9142000000.0
4242,,11411000000.0
5029,115432000.0,992593000.0
6855,3454000000.0,27913000000.0
9561,-31658000.0,717502000.0
7317,1560404000.0,6932226000.0
6696,-61633000.0,350915000.0
3317,352141000.0,3259149000.0
4896,-993227000.0,1265435000.0
5575,281636000.0,901924000.0
9554,539634000.0,2335742000.0
6555,-276099000.0,2587265000.0
7291,56000000.0,34536000000.0
7564,16892000000.0,135301000000.0
4425,-801723000.0,3131106000.0
2156,27262000.0,2037802000.0
1436,275507000.0,5293300000.0
9913,,16527000000.0
7345,-9735000.0,630257000.0
7812,,8177402000.0
2997,117120000.0,1239172000.0
4397,362659000.0,1623922000.0
4499,-950660000.0,7289731000.0
5254,,4121750000.0
4371,1501810000.0,5058009000.0
5616,-4146000.0,345804000.0
1446,196374000.0,2961800000.0
4444,96293000.0,1136720000.0
7368,725806000.0,7864041000.0
8836,9000000.0,1648000000.0
5252,82904000.0,1139201000.0
4288,-440466000.0,336476000.0
6955,536000000.0,16304000000.0
3177,,3007372000.0
4484,176882000.0,1358517000.0
4073,,415453000.0
7036,-449587000.0,776495000.0
4019,208147000.0,1536913000.0
6208,423589000.0,5385789000.0
6819,,5762380000.0
2970,1652000000.0,5810000000.0
3979,458072000.0,3028072000.0
2375,272075000.0,2797259000.0
4419,659714000.0,9103020000.0
3914,418233000.0,3368000000.0
7760,1935000000.0,11883000000.0
4539,294000000.0,19167000000.0
5884,,1043414000.0
8931,2623485000.0,34721355000.0
2180,,4099118000.0
5341,-340786000.0,1033033000.0
4594,-1151149000.0,924986000.0
4563,-5123269000.0,3076079000.0
6182,,1956295000.0
1384,,14152000000.0
9439,,562091000.0
4256,112234000.0,3315229000.0
4592,-3842612000.0,13604667000.0
5588,202143000.0,1714627000.0
4894,-644342000.0,5526908000.0
7776,-1104101000.0,1268380000.0
2937,350434000.0,4957730000.0
4937,44090000.0,2091649000.0
3237,-432377000.0,735729000.0
4377,1500577000.0,5531667000.0
4196,26630000.0,790514000.0
6757,106689000.0,2479943000.0
7096,385796000.0,2627848000.0
4598,-1721164000.0,277797000.0
6522,-182293000.0,1729227000.0
3695,155636000.0,2434852000.0
3727,-137410000.0,2348267000.0
8230,905000000.0,12540000000.0
2597,674337000.0,7099396000.0
2894,287881000.0,3851667000.0
3521,191559000.0,4924906000.0
4442,589094000.0,3261982000.0
4570,249047000.0,1514359000.0
4771,,13213533000.0
4386,480567000.0,2451313000.0
5817,,5239192000.0
4412,112172000.0,1393972000.0
6597,,2487829000.0
7041,153323000.0,2920648000.0
4431,1639394000.0,7667003000.0
6568,737329000.0,13520227000.0
9343,848969000.0,2899319000.0
4379,291784000.0,2399102000.0
4418,,3290694000.0
6226,2840888000.0,11487396000.0
4422,-82265000.0,709055000.0
5985,,26591000000.0
4766,95876000.0,520607000.0
4478,1370024000.0,19663281000.0
7073,130027000.0,1071013000.0
7463,6012061000.0,53863037000.0
7082,472234000.0,1694086000.0
7794,,3418869000.0
4058,1085000000.0,4040000000.0
9246,126639000.0,2260118000.0
4107,6498000000.0,40069000000.0
7356,11734000.0,339289000.0
3372,378022000.0,1289822000.0
4016,94862000.0,723290000.0
2668,569724000.0,5364931000.0
3850,341309000.0,5117937000.0
4415,416997000.0,1627360000.0
4482,839094000.0,2595698000.0
6736,17228604000.0,47608277000.0
7711,794456000.0,4890261000.0
9686,,21738253000.0
6083,1293720000.0,6342381000.0
4179,-218573000.0,168713000.0
7120,512872000.0,1750825000.0
3987,-35039000.0,784207000.0
3446,,2696777000.0
5038,1088240000.0,3375049000.0
5132,366545000.0,1515790000.0
2160,-4244000000.0,50152000000.0
6629,,10088630000.0
4014,,352650000.0
4889,113427000.0,1720152000.0
6524,2992000000.0,23439000000.0
2736,176413000.0,1664232000.0
5136,501815000.0,1654599000.0
6836,12046000.0,416712000.0
8225,,2253910000.0
3807,-8292000.0,1131691000.0
2464,242700000.0,4563159000.0
6862,373818000.0,5908699000.0
4564,-815285000.0,729112000.0
5592,2034965000.0,8452292000.0
7376,-73653000.0,568694000.0
3891,,23903333000.0
4490,477245000.0,865496000.0
9272,250944000.0,2241260000.0
4258,751735000.0,2829173000.0
9419,281057000.0,1596943000.0
9271,706854000.0,1267522000.0
6834,2225362000.0,27993615000.0
3359,437118000.0,4435818000.0
9168,1418334000.0,6314680000.0
7806,7934000000.0,50994000000.0
5381,911878000.0,8463433000.0
3065,402103000.0,1682353000.0
9445,732966000.0,3320530000.0
9241,28558000.0,278373000.0
4177,597925000.0,1395882000.0
5210,,54781000000.0
6946,1964000000.0,13957000000.0
3053,-114000000.0,3417000000.0
6721,-1242428000.0,343499000.0
9325,919000000.0,3930315000.0
6227,337742000.0,10861128000.0
3803,-36568000.0,284137000.0
5537,981647000.0,2016139000.0
4374,542126000.0,1293713000.0
6838,268648000.0,5471324000.0
3469,,1784295000.0
3223,143884000.0,497707000.0
4438,-539687000.0,272327000.0
6890,15692000000.0,236828000000.0
5591,174313000.0,726958000.0
5253,5559000000.0,16945000000.0
2938,2020000000.0,16042000000.0
6656,-142270000.0,958562000.0
7810,,1790610000.0
2962,,4688212000.0
6327,,4762920000.0
9708,2585000000.0,45347000000.0
4475,1358412000.0,3893504000.0
3815,-508238000.0,708000000.0
2158,555086000.0,3227762000.0
3224,-20827000.0,1411247000.0
3777,-3649000.0,3731105000.0
6016,4326113000.0,13880775000.0
4176,306904000.0,2412809000.0
5243,440641000.0,2878647000.0
8789,2121987000.0,10967976000.0
2134,-835207000.0,2031116000.0
3449,3123183000.0,25688016000.0
9337,437145000.0,1834118000.0
7827,421970000.0,5713284000.0
5137,453638000.0,1146436000.0
6042,630548000.0,13033323000.0
5246,-700666000.0,3472312000.0
2345,-1366529000.0,427842000.0
3166,1040000000.0,23498000000.0
4463,2384000000.0,35201000000.0
4762,581342000.0,2921800000.0
5258,-682434000.0,10126038000.0
7196,123451000.0,6597876000.0
5845,1621000000.0,7191000000.0
3565,2059334000.0,6206534000.0
6969,449974000.0,2759277000.0
2216,3378807000.0,18984916000.0
5578,445412000.0,2123984000.0
3185,-369775000.0,417207000.0
4487,214019000.0,1007537000.0
4833,-427937000.0,308834000.0
9215,46930000.0,275311000.0
9950,236202000.0,3673507000.0
4588,-2058049000.0,3999969000.0
7643,979425000.0,17214100000.0
7352,494316000.0,3361655000.0
3358,18450000.0,1638394000.0
3135,,880520000.0
6777,,21428210000.0
3691,-71251000.0,843177000.0
7992,-221716000.0,1040025000.0
5587,202771000.0,1419611000.0
6433,-203461000.0,2818635000.0
4716,60725000000.0,163680000000.0
9639,,48794000000.0
7621,136924000.0,4769013000.0
6613,,5219265000.0
6558,-404687000.0,1098427000.0
3671,573459000.0,3925370000.0
9312,2188000000.0,30255000000.0
7678,325147000.0,3395653000.0
3692,687022000.0,2788963000.0
7777,-2501245000.0,2216194000.0
9245,531616000.0,2658988000.0
7932,2457000000.0,39835000000.0
9553,195077000.0,3530681000.0
7638,,9935793000.0
2702,33909000000.0,280468000000.0
4054,,3466454000.0
6776,1264000000.0,10622000000.0
5704,-1263645000.0,1647453000.0
9254,133175000.0,427658000.0
6232,-1363939000.0,1755695000.0
6072,74227000.0,1193036000.0
6031,231005000.0,920275000.0
3399,3688198000.0,10129838000.0
7069,385969000.0,752481000.0
4572,-2171470000.0,309218000.0
3933,423814000.0,3098002000.0
3796,-39536000.0,1872662000.0
2656,-779822000.0,237183000.0
7044,199286000.0,571998000.0
6942,-82603000.0,3028606000.0
2338,,237499000.0
3353,1275072000.0,15684817000.0
2936,,1036859000.0
3077,175313000.0,1031378000.0
2877,384736000.0,16073907000.0
2351,246771000.0,2892562000.0
5597,-635461000.0,205260000.0
9028,,37209000000.0
6366,26987000000.0,23704000000.0
6666,-79487000.0,4497656000.0
4531,896000000.0,13105000000.0
4430,813368000.0,6057756000.0
2901,431594000.0,2675665000.0
7805,433039000.0,4170219000.0
4255,174505000.0,540856000.0
4448,215051000.0,1999928000.0
9259,401999000.0,3236552000.0
8864,2577568000.0,59911160000.0
3810,-1695000000.0,545000000.0
2215,320000000.0,8554000000.0
3981,683683000.0,8063722000.0
6537,10000000.0,1743000000.0
9262,,6423814000.0
7726,172589000.0,11385655000.0
3030,446030000.0,2894707000.0
7692,,887827000.0
7695,90800000.0,1690611000.0
3997,56888000.0,1783621000.0
2334,-493222000.0,310524000.0
5842,6077000000.0,62422000000.0
9713,1737000000.0,21475000000.0
6538,,2197000000.0
7214,,23113375000.0
3409,-55751000.0,1189667000.0
9227,161482000.0,1064007000.0
6231,2496235000.0,11763903000.0
8291,,56643000000.0
4259,-2576000000.0,2460000000.0
6040,,6724115000.0
5891,297445000.0,5163753000.0
9428,,12235000000.0
4417,1010077000.0,3078909000.0
2268,1770865000.0,14981423000.0
3113,-740417000.0,1782061000.0
7615,-923106000.0,1979310000.0
4875,-11997957.0,41586681.0
7699,16657689.0,86943083.0
6574,77838000.0,1743163000.0
9257,18908000.0,89566000.0
7685,5270087000.0,21429526000.0
9083,,49463000000.0
3905,-654991000.0,2384227000.0
9059,2206000000.0,25765000000.0
9067,1116000000.0,25414000000.0
6993,-968055000.0,423899000.0
7897,20343000.0,5823450000.0
9074,1262000000.0,25946000000.0
3083,-530682000.0,572575000.0
6634,-728086000.0,2921086000.0
5742,212061000.0,3424798000.0
3491,3890000000.0,30835000000.0
9348,,7007586000.0
2195,310974000.0,2940074000.0
3241,664000000.0,5408000000.0
9565,3829000.0,480869000.0
4935,46331000.0,1592865000.0
2705,1224000000.0,4479000000.0
3547,744588000.0,4092796000.0
2226,,19072000000.0
3157,1601000000.0,23227000000.0
8207,145494000.0,2891735000.0
2923,1949451000.0,22475846000.0
7412,530000000.0,7302000000.0
6059,2051278000.0,14242202000.0
5026,-343999000.0,1665410000.0
4494,72049000.0,5891881000.0
6469,823056000.0,8685885000.0
3955,954000000.0,17871000000.0
9338,1779842000.0,7657889000.0
2323,169348000.0,957316000.0
4960,128077000.0,4777288000.0
4492,421124000.0,2403452000.0
7075,372226000.0,1623406000.0
9235,,693051000.0
5618,-152532000.0,443968000.0
6085,-79904000.0,96672000.0
7409,734432000.0,3890226000.0
3753,-382695000.0,503907000.0
6977,-376511000.0,1170480000.0
6521,-538075000.0,4694990000.0
7030,1087000000.0,9981000000.0
9828,4960000000.0,17060000000.0
2204,884947000.0,27037946000.0
4367,288382000.0,21616143000.0
9073,103832000.0,4219554000.0
3300,2350592000.0,8342881000.0
4060,272306000.0,1887016000.0
2769,-4247000000.0,1872000000.0
7273,44549000.0,7026123000.0
3878,749000000.0,15239000000.0
4593,-2217000000.0,4890000000.0
2683,30673000.0,903048000.0
6224,1078667000.0,4614030000.0
6343,906700000.0,12491580000.0
5892,423973000.0,1045162000.0
7709,-200891000.0,202208000.0
5609,236000000.0,11883000000.0
8996,658806000.0,3859148000.0
2818,57794000.0,6358195000.0
8596,3569000000.0,42488000000.0
9853,-76449000.0,3060688000.0
2344,1362443000.0,21612953000.0
2820,1502590000.0,10432389000.0
2932,2488000000.0,10046000000.0
6380,100333000.0,1855869000.0
5724,300240000.0,4925745000.0
4011,57656000.0,1329770000.0
7090,-301000000.0,319808000.0
2816,458000000.0,9797000000.0
7509,1254769000.0,15542094000.0
2698,446000000.0,10533000000.0
9163,2086906000.0,14478778000.0
2872,,1395074000.0
9252,674026000.0,4354373000.0
3793,-1035569000.0,4716620000.0
3350,-95046000000.0,458592000000.0
7674,-930127000.0,1318125000.0
6549,496106000.0,3347618000.0
2903,996000000.0,15128000000.0
2224,42638000.0,2039308000.0
5194,392539000.0,10837829000.0
5216,-3080720000.0,736730000.0
3927,109457000.0,1537799000.0
2393,1792234000.0,17508992000.0
3184,1274470000.0,10416357000.0
3096,1049738000.0,11204651000.0
8769,744364000.0,3959913000.0
5858,389156000.0,2423660000.0
9270,681942000.0,7676258000.0
6627,3367998000.0,40475487000.0
3178,,6069996000.0
7462,30110000.0,1524214000.0
3041,,544109000.0
7361,398482000.0,1530387000.0
2673,90484000.0,2425025000.0
7746,89009000.0,1803488000.0
2721,-256806000.0,119924000.0
7135,-2091636000.0,2966795000.0
3205,,11545000000.0
7771,-20016000.0,1470020000.0
9661,284536000.0,11367812000.0
3951,1704990000.0,34274787000.0
4260,18732000.0,2132589000.0
3082,,1795329000.0
9029,1805858000.0,13509874000.0
3628,-807185000.0,3191640000.0
4970,3279000000.0,24827000000.0
9896,4283000000.0,63610000000.0
6495,-74849000.0,3975565000.0
9450,,5789000000.0
7022,1182000000.0,10170000000.0
4125,,12326063000.0
7318,2088163000.0,8132024000.0
7363,17186000.0,704583000.0
2798,,678235000.0
6096,268908000.0,1931746000.0
2934,87570000.0,1406217000.0
2776,97825000.0,3299578000.0
7018,1017000000.0,10856000000.0
9057,,23203000000.0
7682,81167000.0,1606724000.0
6561,1385131000.0,4485271000.0
7571,41824000.0,1327348000.0
8039,287000000.0,6536000000.0
5199,298156000.0,4068062000.0
3910,-118568000.0,667428000.0
7047,1887000000.0,8511000000.0
3058,177821000.0,2820566000.0
6547,5260000000.0,10177000000.0
5952,142008000.0,1484714000.0
9145,1402000000.0,8138000000.0
3551,1315457000.0,26593896000.0
5255,-337203000.0,701360000.0
7603,-1472000000.0,1235000000.0
3418,,3303392000.0
7585,,649873000.0
9218,254901000.0,1566553000.0
8914,3704733000.0,29228660000.0
9322,,21309117000.0
9360,1106000000.0,4510000000.0
8030,2901000000.0,32036000000.0
9976,400086000.0,11851891000.0
9633,3039717000.0,15527655000.0
2469,1722000000.0,11428000000.0
9636,200279000.0,2759532000.0
8166,1968805000.0,1075934000.0
3187,-447885000.0,2903743000.0
2762,-816000000.0,316000000.0
1383,48327000.0,2115877000.0
2694,,6750488000.0
1407,5357000000.0,36222000000.0
9306,1495378000.0,26645840000.0
4777,-532297000.0,445316000.0
7074,-209780000.0,89373000.0
7367,552623000.0,2806330000.0
4098,200000000.0,5109000000.0
5491,703000000.0,27855000000.0
6039,520982000.0,4148526000.0
4222,-132850000.0,4059022000.0
3976,-101613000.0,-52544000.0
3133,-737838000.0,1482492000.0
3190,334419000.0,7386506000.0
7162,-146994000.0,5042091000.0
9308,5021000000.0,36874000000.0
7126,,2455591000.0
7524,34955000.0,410082000.0
7886,-339453000.0,1409912000.0
7850,319659000.0,3138289000.0
7354,1344550000.0,14881414000.0
3454,1749836000.0,26143546000.0
3484,,4012675000.0
3474,-251680000.0,1171860000.0
8944,-358389000.0,16071275000.0
3067,75878000.0,1670743000.0
7084,151558000.0,6497493000.0
7359,230425000.0,791237000.0
9539,3210000000.0,101096000000.0
9979,1172000000.0,11285000000.0
9221,1033234000.0,5591732000.0
8920,1228114000.0,36244426000.0
2404,335722000.0,656076000.0
6147,57305000.0,1413116000.0
9249,301983000.0,5579061000.0
2164,41336000.0,653233000.0
7119,623000000.0,8195000000.0
9973,-684482000.0,373338000.0
3556,497425000.0,1015878000.0
9969,-69953000.0,2430606000.0
7133,719030000.0,2371782000.0
9327,123713000.0,526256000.0
9720,201371000.0,3721877000.0
3068,,6426871000.0
3967,-860379000.0,1843527000.0
9365,267572000.0,4650722000.0
2340,769850000.0,3820139000.0
7919,,4408110000.0
5571,184120000.0,3501449000.0
4026,1433000000.0,12962000000.0
9733,1956000000.0,31172000000.0
3750,-2140086000.0,630536000.0
9034,,21975259000.0
7097,,5267000000.0
3447,975039000.0,15841808000.0
2293,-495221000.0,3480730000.0
6428,246319000.0,18307307000.0
9959,748000000.0,7223000000.0
6565,2542465000.0,12749069000.0
9890,1497158000.0,20795336000.0
9264,573543000.0,4255771000.0
7562,589601000.0,7427263000.0
6400,230783000.0,3703083000.0
7795,715658000.0,17643341000.0
6570,917229000.0,4871897000.0
3222,-3185000000.0,200669000000.0
7247,1995000000.0,37927000000.0
7271,742000000.0,11387000000.0
6092,,9141323000.0
